Sender,Receiver,Ligand,Receptor,LRscore,all
Macrophage,Malignant,GRN,FPR3,6.239959831324829,Macrophage_GRN_Malignant_FPR3
Malignant,Stroma,TFF3,ITGB5,18.30086731697325,Malignant_TFF3_Stroma_ITGB5
Malignant,Stroma,COPA,ITGB5,11.076561778186822,Malignant_COPA_Stroma_ITGB5
Malignant,Macrophage,EFNA1,TYROBP,14.469585352538687,Malignant_EFNA1_Macrophage_TYROBP
Malignant,Stroma,CD47,CAP1,7.630801897423638,Malignant_CD47_Stroma_CAP1
Malignant,Macrophage,HLA-C,ITGB2,16.77715551323867,Malignant_HLA-C_Macrophage_ITGB2
Malignant,Macrophage,EFNA1,ITGB2,12.105245932230615,Malignant_EFNA1_Macrophage_ITGB2
Macrophage,Stroma,ITGB2,CAP1,8.842286653898222,Macrophage_ITGB2_Stroma_CAP1
Malignant,Macrophage,CD47,CD9,11.998266734984956,Malignant_CD47_Macrophage_CD9
Macrophage,Malignant,HLA-DMA,GFRA1,10.693838637279429,Macrophage_HLA-DMA_Malignant_GFRA1
Macrophage,Malignant,APOE,AMFR,19.892847153771783,Macrophage_APOE_Malignant_AMFR
Malignant,Macrophage,CD47,FLOT1,10.056571946966322,Malignant_CD47_Macrophage_FLOT1
Malignant,Stroma,CD47,FLOT1,9.65809306007466,Malignant_CD47_Stroma_FLOT1
Bcell,Macrophage,CD14,ITGB1,10.343308860833197,Bcell_CD14_Macrophage_ITGB1
Macrophage,Malignant,ITGB2,SDC1,10.222069231490647,Macrophage_ITGB2_Malignant_SDC1
Malignant,Stroma,HSPA1A,ITGB5,15.893102578096274,Malignant_HSPA1A_Stroma_ITGB5
Malignant,Macrophage,HLA-C,CD9,25.890267959562895,Malignant_HLA-C_Macrophage_CD9
Macrophage,Malignant,ANXA2,IL13RA1,8.55740735902058,Macrophage_ANXA2_Malignant_IL13RA1
Malignant,Stroma,APP,NCSTN,8.346079849009708,Malignant_APP_Stroma_NCSTN
Malignant,Stroma,CD9,ITGB5,15.783882808652276,Malignant_CD9_Stroma_ITGB5
Malignant,Stroma,JAM3,IL6ST,4.230366238102457,Malignant_JAM3_Stroma_IL6ST
Malignant,Stroma,COL9A2,SDC1,10.515745734772418,Malignant_COL9A2_Stroma_SDC1
Macrophage,Malignant,LYZ,CD47,12.558495502851718,Macrophage_LYZ_Malignant_CD47
Macrophage,Malignant,APOE,PRLR,18.55779954862301,Macrophage_APOE_Malignant_PRLR
Malignant,Macrophage,TNFSF10,ITGB2,11.960350484887357,Malignant_TNFSF10_Macrophage_ITGB2
Malignant,Stroma,CDH1,ERBB3,13.90575769690199,Malignant_CDH1_Stroma_ERBB3
Stroma,Malignant,THBS1,PRLR,9.948434708215888,Stroma_THBS1_Malignant_PRLR
Macrophage,Malignant,HLA-DMA,CD44,9.262166855303459,Macrophage_HLA-DMA_Malignant_CD44
Malignant,Macrophage,TFF3,ITGB2,15.908839841455913,Malignant_TFF3_Macrophage_ITGB2
Malignant,Macrophage,CD47,CD63,12.77833111176557,Malignant_CD47_Macrophage_CD63
Macrophage,Malignant,HLA-DMA,CD47,8.255923403599606,Macrophage_HLA-DMA_Malignant_CD47
Malignant,Stroma,EFNA1,CAP1,13.496159796615729,Malignant_EFNA1_Stroma_CAP1
Malignant,Stroma,COPA,IL6ST,14.422726967815635,Malignant_COPA_Stroma_IL6ST
Macrophage,Malignant,VIM,SDC1,16.070509492715395,Macrophage_VIM_Malignant_SDC1
Macrophage,Malignant,GRN,PRLR,14.5380213047856,Macrophage_GRN_Malignant_PRLR
Malignant,Bcell,CD44,CD74,24.116286779092555,Malignant_CD44_Bcell_CD74
Malignant,Macrophage,CD44,CD74,19.275120782927534,Malignant_CD44_Macrophage_CD74
Malignant,Stroma,CD44,CD74,18.49673276916,Malignant_CD44_Stroma_CD74
Macrophage,Malignant,C1QB,SDC1,15.401914618703968,Macrophage_C1QB_Malignant_SDC1
Macrophage,Malignant,ITGB2,CD47,7.529970922511085,Macrophage_ITGB2_Malignant_CD47
Macrophage,Malignant,HLA-DMA,IFITM1,10.654328328487324,Macrophage_HLA-DMA_Malignant_IFITM1
Macrophage,Malignant,PSAP,IL13RA1,13.516630056569257,Macrophage_PSAP_Malignant_IL13RA1
Malignant,Stroma,COL9A2,ITGB1,9.942935287625753,Malignant_COL9A2_Stroma_ITGB1
Macrophage,Malignant,PSAP,AMFR,19.235482221108658,Macrophage_PSAP_Malignant_AMFR
Macrophage,Malignant,GRN,IL13RA1,11.016354948957405,Macrophage_GRN_Malignant_IL13RA1
Bcell,Macrophage,VCAM1,ITGB1,3.644626457887333,Bcell_VCAM1_Macrophage_ITGB1
Endothelial,Macrophage,VCAM1,ITGB1,3.6481176406622,Endothelial_VCAM1_Macrophage_ITGB1
Tcell,Bcell,VCAM1,ITGB1,7.922612136029393,Tcell_VCAM1_Bcell_ITGB1
Endothelial,Macrophage,HSPG2,ITGB1,11.804634024874783,Endothelial_HSPG2_Macrophage_ITGB1
Endothelial,Macrophage,COL4A2,SDC4,12.007961394476872,Endothelial_COL4A2_Macrophage_SDC4
Malignant,Macrophage,HLA-C,TYROBP,19.729997497005222,Malignant_HLA-C_Macrophage_TYROBP
Macrophage,Malignant,VIM,CD44,13.238770842435715,Macrophage_VIM_Malignant_CD44
Macrophage,Malignant,APOE,FPR3,8.094349682194492,Macrophage_APOE_Malignant_FPR3
Malignant,Stroma,CD47,IL6ST,11.250232386017705,Malignant_CD47_Stroma_IL6ST
Stroma,Malignant,THBS1,ATP6AP2,11.476364155687472,Stroma_THBS1_Malignant_ATP6AP2
Malignant,Stroma,COL9A2,SDC4,11.612119597283359,Malignant_COL9A2_Stroma_SDC4
Malignant,Macrophage,COPA,CD9,15.134818969447267,Malignant_COPA_Macrophage_CD9
Macrophage,Malignant,GRN,AMFR,15.553750793634352,Macrophage_GRN_Malignant_AMFR
Macrophage,Malignant,HLA-DMA,ADORA2A,9.488568325748515,Macrophage_HLA-DMA_Malignant_ADORA2A
Macrophage,Malignant,ITGB2,IL13RA1,6.475607173886856,Macrophage_ITGB2_Malignant_IL13RA1
Macrophage,Malignant,GRN,CD9,21.696835978149245,Macrophage_GRN_Malignant_CD9
Malignant,Macrophage,B2M,TYROBP,23.87622314458718,Malignant_B2M_Macrophage_TYROBP
Malignant,Macrophage,CD47,ITGB2,7.568463134207811,Malignant_CD47_Macrophage_ITGB2
Macrophage,Malignant,APOE,SDC1,22.254652178513975,Macrophage_APOE_Malignant_SDC1
Malignant,Stroma,MDK,SDC1,14.822673102919445,Malignant_MDK_Stroma_SDC1
Macrophage,Malignant,HLA-DMA,BAMBI,15.238219875915837,Macrophage_HLA-DMA_Malignant_BAMBI
Macrophage,Malignant,PSAP,PRLR,17.887933386833378,Macrophage_PSAP_Malignant_PRLR
Malignant,Stroma,GPI,AMFR,11.587302344096202,Malignant_GPI_Stroma_AMFR
Malignant,Stroma,ADAM15,ITGAV,7.903410630917698,Malignant_ADAM15_Stroma_ITGAV
Macrophage,Malignant,HLA-DMA,PRLR,9.571757077272384,Macrophage_HLA-DMA_Malignant_PRLR
Stroma,Malignant,FN1,MAGED1,14.283594122090772,Stroma_FN1_Malignant_MAGED1
Macrophage,Malignant,VIM,IL13RA1,10.272290446310851,Macrophage_VIM_Malignant_IL13RA1
Stroma,Malignant,FN1,FPR3,6.186099741996329,Stroma_FN1_Malignant_FPR3
Malignant,Stroma,SEMA4A,PLXNB2,3.589932495778611,Malignant_SEMA4A_Stroma_PLXNB2
Malignant,Macrophage,LGALS3BP,CD9,23.9580013754237,Malignant_LGALS3BP_Macrophage_CD9
Stroma,Malignant,THBS1,CD47,8.76151607995475,Stroma_THBS1_Malignant_CD47
Macrophage,Malignant,ITGB2,IFITM1,9.695420772422942,Macrophage_ITGB2_Malignant_IFITM1
Stroma,Malignant,THBS1,AMFR,10.681729148078876,Stroma_THBS1_Malignant_AMFR
Malignant,Stroma,JAM3,ITGB5,3.3656224418794243,Malignant_JAM3_Stroma_ITGB5
Malignant,Stroma,TNFSF10,LAMP2,13.48646171102781,Malignant_TNFSF10_Stroma_LAMP2
Macrophage,Malignant,C1QA,PRLR,12.807665809971523,Macrophage_C1QA_Malignant_PRLR
Macrophage,Malignant,APOE,IL13RA1,13.99068076315123,Macrophage_APOE_Malignant_IL13RA1
Macrophage,Malignant,C1QA,CD9,19.008488525138336,Macrophage_C1QA_Malignant_CD9
Macrophage,Malignant,VIM,FPR3,5.962156004647024,Macrophage_VIM_Malignant_FPR3
Malignant,Macrophage,HLA-B,CD9,29.373353754797233,Malignant_HLA-B_Macrophage_CD9
Stroma,Malignant,TIMP3,SDC1,13.177487914969833,Stroma_TIMP3_Malignant_SDC1
Malignant,Macrophage,B2M,ITGB2,20.266195858069985,Malignant_B2M_Macrophage_ITGB2
Malignant,Macrophage,TNFSF10,TYROBP,14.163469961632478,Malignant_TNFSF10_Macrophage_TYROBP
Malignant,Macrophage,JAM3,CD81,4.8194978151350245,Malignant_JAM3_Macrophage_CD81
Malignant,Stroma,JAM3,CD81,5.191654010145832,Malignant_JAM3_Stroma_CD81
Macrophage,Malignant,C1QB,PRLR,12.927652309114247,Macrophage_C1QB_Malignant_PRLR
Macrophage,Malignant,ANXA2,FPR3,5.031552253160418,Macrophage_ANXA2_Malignant_FPR3
Malignant,Macrophage,B2M,CD9,31.030177198900116,Malignant_B2M_Macrophage_CD9
Macrophage,Malignant,LYZ,FPR3,6.259252890194179,Macrophage_LYZ_Malignant_FPR3
Macrophage,Malignant,C1QB,IFITM1,14.519725235413384,Macrophage_C1QB_Malignant_IFITM1
Malignant,Macrophage,HLA-B,TYROBP,22.4320846857654,Malignant_HLA-B_Macrophage_TYROBP
Macrophage,Malignant,ITGB2,ADORA2A,8.695679804908417,Macrophage_ITGB2_Malignant_ADORA2A
Malignant,Stroma,PSEN1,NCSTN,5.831084147896452,Malignant_PSEN1_Stroma_NCSTN
Macrophage,Malignant,HLA-DRA,IFITM1,19.196454242568276,Macrophage_HLA-DRA_Malignant_IFITM1
Malignant,Macrophage,HLA-A,ITGB2,18.72690051911231,Malignant_HLA-A_Macrophage_ITGB2
Malignant,Macrophage,HLA-A,CD9,28.663786852615345,Malignant_HLA-A_Macrophage_CD9
Macrophage,Malignant,C1QA,PLXNB2,15.540775542884566,Macrophage_C1QA_Malignant_PLXNB2
Malignant,Stroma,TNFSF10,ITGB5,14.429672636329023,Malignant_TNFSF10_Stroma_ITGB5
Malignant,Macrophage,HSPA1A,CD9,21.615894425317286,Malignant_HSPA1A_Macrophage_CD9
Malignant,Macrophage,JAM3,CD9,4.5679680635799835,Malignant_JAM3_Macrophage_CD9
Macrophage,Malignant,HLA-DRA,AMFR,18.462659653446938,Macrophage_HLA-DRA_Malignant_AMFR
Stroma,Macrophage,THBS1,FLOT1,11.490536945144452,Stroma_THBS1_Macrophage_FLOT1
Stroma,Malignant,THBS1,FLOT1,12.743487408820062,Stroma_THBS1_Malignant_FLOT1
Macrophage,Malignant,C1QA,IFITM1,14.333269763137851,Macrophage_C1QA_Malignant_IFITM1
Endothelial,Macrophage,COL4A2,ITGB1,11.007129679437632,Endothelial_COL4A2_Macrophage_ITGB1
Malignant,Stroma,LAMA5,SDC1,11.216254232093222,Malignant_LAMA5_Stroma_SDC1
Macrophage,Malignant,HLA-DRA,CD44,16.763554468306083,Macrophage_HLA-DRA_Malignant_CD44
Macrophage,Malignant,HLA-DMA,FPR3,4.1272044289925445,Macrophage_HLA-DMA_Malignant_FPR3
Stroma,Malignant,FN1,SDC1,20.303851246636032,Stroma_FN1_Malignant_SDC1
Macrophage,Malignant,PSAP,TYROBP,20.186700817423006,Macrophage_PSAP_Malignant_TYROBP
Malignant,Macrophage,HLA-B,ITGB2,19.133738817173366,Malignant_HLA-B_Macrophage_ITGB2
Malignant,Macrophage,IGFBP4,ITGB2,13.823449115021294,Malignant_IGFBP4_Macrophage_ITGB2
Macrophage,Malignant,C1QA,SDC1,15.402741829749418,Macrophage_C1QA_Malignant_SDC1
Macrophage,Malignant,ITGB2,GFRA1,10.038225292647484,Macrophage_ITGB2_Malignant_GFRA1
Stroma,Malignant,THBS1,ITGB5,11.578922742437625,Stroma_THBS1_Malignant_ITGB5
Macrophage,Malignant,HLA-DRA,PRLR,17.246436820298516,Macrophage_HLA-DRA_Malignant_PRLR
Malignant,Stroma,SEMA4A,PLXND1,2.722197211845991,Malignant_SEMA4A_Stroma_PLXND1
Malignant,Macrophage,HLA-A,TYROBP,22.071481708224642,Malignant_HLA-A_Macrophage_TYROBP
Endothelial,Macrophage,COL4A2,ITGAV,5.651968140249983,Endothelial_COL4A2_Macrophage_ITGAV
Malignant,Stroma,LAMA5,ITGAV,5.964015447920623,Malignant_LAMA5_Stroma_ITGAV
Malignant,Stroma,PSEN1,NOTCH2,4.364059433341928,Malignant_PSEN1_Stroma_NOTCH2
Stroma,Malignant,LTBP1,BAMBI,4.9498542421030445,Stroma_LTBP1_Malignant_BAMBI
Malignant,Macrophage,JAM3,FLOT1,3.8188876561638634,Malignant_JAM3_Macrophage_FLOT1
Malignant,Stroma,JAM3,FLOT1,3.868294952012841,Malignant_JAM3_Stroma_FLOT1
Stroma,Malignant,FN1,IL13RA1,12.56612268469196,Stroma_FN1_Malignant_IL13RA1
Malignant,Macrophage,ARF1,CD9,21.82471902832531,Malignant_ARF1_Macrophage_CD9
Malignant,Macrophage,CD24,CD9,23.52790256535231,Malignant_CD24_Macrophage_CD9
Malignant,Macrophage,JAM3,CD63,4.864796986360684,Malignant_JAM3_Macrophage_CD63
Macrophage,Malignant,ANXA2,ADORA2A,11.73384816516188,Macrophage_ANXA2_Malignant_ADORA2A
Macrophage,Malignant,C1QA,FPR3,5.729390614563689,Macrophage_C1QA_Malignant_FPR3
Malignant,Stroma,ADAM9,ITGB1,5.606347916238473,Malignant_ADAM9_Stroma_ITGB1
Macrophage,Malignant,C1QB,ADORA2A,13.249903681629887,Macrophage_C1QB_Malignant_ADORA2A
Stroma,Macrophage,TIMP3,ITGB2,11.184781978309163,Stroma_TIMP3_Macrophage_ITGB2
Malignant,Stroma,PSEN1,NOTCH3,5.681193687818138,Malignant_PSEN1_Stroma_NOTCH3
Stroma,Malignant,LTBP1,IL6ST,4.5640203546082745,Stroma_LTBP1_Malignant_IL6ST
Malignant,Bcell,JAM3,CD74,5.131872024918219,Malignant_JAM3_Bcell_CD74
Malignant,Macrophage,JAM3,CD74,6.40689591890943,Malignant_JAM3_Macrophage_CD74
Malignant,Stroma,JAM3,CD74,6.6326842176601755,Malignant_JAM3_Stroma_CD74
Malignant,Macrophage,JAM3,ENO1,4.182092614040233,Malignant_JAM3_Macrophage_ENO1
Malignant,Macrophage,TFF3,TYROBP,18.933821170399934,Malignant_TFF3_Macrophage_TYROBP
Macrophage,Malignant,LYZ,ADORA2A,14.25887881774124,Macrophage_LYZ_Malignant_ADORA2A
Macrophage,Malignant,PSAP,IFITM1,20.27887487865385,Macrophage_PSAP_Malignant_IFITM1
Malignant,Stroma,ADAM9,ITGB5,5.111296356173157,Malignant_ADAM9_Stroma_ITGB5
Malignant,Stroma,AZGP1,ITGAV,9.132707818582803,Malignant_AZGP1_Stroma_ITGAV
Stroma,Macrophage,LTBP1,FLOT1,3.619906473298285,Stroma_LTBP1_Macrophage_FLOT1
Stroma,Malignant,LTBP1,FLOT1,3.9944734914103446,Stroma_LTBP1_Malignant_FLOT1
Stroma,Macrophage,FN1,ITGB2,16.62244226501591,Stroma_FN1_Macrophage_ITGB2
Stroma,Malignant,LTBP1,PLXNB2,4.079570675482549,Stroma_LTBP1_Malignant_PLXNB2
Macrophage,Malignant,LYZ,CD44,14.133321602927321,Macrophage_LYZ_Malignant_CD44
Macrophage,Malignant,GRN,IFITM1,16.603896599233916,Macrophage_GRN_Malignant_IFITM1
Stroma,Malignant,TIMP3,FPR3,4.099308175808052,Stroma_TIMP3_Malignant_FPR3
Malignant,Stroma,NAMPT,ITGB1,6.701175955962205,Malignant_NAMPT_Stroma_ITGB1
Macrophage,Malignant,ANXA2,IFITM1,13.031784013996553,Macrophage_ANXA2_Malignant_IFITM1
Malignant,Stroma,THBS3,ITGB1,8.195887618682383,Malignant_THBS3_Stroma_ITGB1
Macrophage,Malignant,PSAP,CD9,26.82886363350888,Macrophage_PSAP_Malignant_CD9
Malignant,Stroma,TNFSF10,CAP1,13.219203694466643,Malignant_TNFSF10_Stroma_CAP1
Macrophage,Malignant,LYZ,PRLR,14.599588821245367,Macrophage_LYZ_Malignant_PRLR
Stroma,Macrophage,LTBP1,CD81,4.856308978404267,Stroma_LTBP1_Macrophage_CD81
Macrophage,Malignant,VIM,IFITM1,15.2762853279632,Macrophage_VIM_Malignant_IFITM1
Malignant,Macrophage,CD9,CD9,21.896876366917063,Malignant_CD9_Macrophage_CD9
Stroma,Malignant,TIMP3,IFITM1,12.23033624319415,Stroma_TIMP3_Malignant_IFITM1
Malignant,Stroma,SEMA4A,PLXNA1,1.6645923293239608,Malignant_SEMA4A_Stroma_PLXNA1
Stroma,Malignant,THBS1,FPR3,4.066887766458908,Stroma_THBS1_Malignant_FPR3
Macrophage,Malignant,GRN,ADORA2A,15.131752253540329,Macrophage_GRN_Malignant_ADORA2A
Malignant,Stroma,CD47,SIRPA,3.2919056755425595,Malignant_CD47_Stroma_SIRPA
Malignant,Stroma,ADAM9,ITGAV,3.172002966388046,Malignant_ADAM9_Stroma_ITGAV
Malignant,Stroma,LAMB2,ITGB4,6.442073799554176,Malignant_LAMB2_Stroma_ITGB4
Malignant,Stroma,COL9A2,ITGAV,5.91657511105956,Malignant_COL9A2_Stroma_ITGAV
Macrophage,Malignant,C1QB,FPR3,5.811229028794052,Macrophage_C1QB_Malignant_FPR3
Stroma,Malignant,COMP,AMFR,9.441837440048873,Stroma_COMP_Malignant_AMFR
Malignant,Stroma,THBS3,CD47,5.743836673527507,Malignant_THBS3_Stroma_CD47
Stroma,Malignant,COMP,PRLR,8.95238097628236,Stroma_COMP_Malignant_PRLR
Stroma,Macrophage,FN1,TYROBP,18.909901995625933,Stroma_FN1_Macrophage_TYROBP
Stroma,Malignant,FN1,TYROBP,17.32757759800671,Stroma_FN1_Malignant_TYROBP
Stroma,Macrophage,LTBP1,CD63,4.9596014841740965,Stroma_LTBP1_Macrophage_CD63
Stroma,Malignant,LTBP1,CD63,5.418404526384533,Stroma_LTBP1_Malignant_CD63
Malignant,Macrophage,GNAS,CD9,22.82956593596425,Malignant_GNAS_Macrophage_CD9
Stroma,Malignant,THBS1,ERBB2,13.911978532830958,Stroma_THBS1_Malignant_ERBB2
Malignant,Macrophage,CD9,CD81,22.579757846643844,Malignant_CD9_Macrophage_CD81
Malignant,Stroma,CD9,CD81,23.196560776005583,Malignant_CD9_Stroma_CD81
Macrophage,Malignant,HLA-DRA,ADORA2A,17.616176646556575,Macrophage_HLA-DRA_Malignant_ADORA2A
Stroma,Malignant,THBS1,IL6ST,15.177545800724062,Stroma_THBS1_Malignant_IL6ST
Malignant,Stroma,SEMA3C,PLXND1,6.55897838642213,Malignant_SEMA3C_Stroma_PLXND1
Stroma,Malignant,THBS1,BAMBI,16.21622530755897,Stroma_THBS1_Malignant_BAMBI
Stroma,Malignant,COMP,CD47,7.64117170079811,Stroma_COMP_Malignant_CD47
Stroma,Malignant,THBS1,MAGED1,9.520296882750452,Stroma_THBS1_Malignant_MAGED1
Macrophage,Malignant,C1QA,CD44,12.568480216937225,Macrophage_C1QA_Malignant_CD44
Malignant,Stroma,SEMA4A,PLXNB1,2.2849984333293776,Malignant_SEMA4A_Stroma_PLXNB1
Stroma,Malignant,COMP,ATP6AP2,10.23420324953675,Stroma_COMP_Malignant_ATP6AP2
Endothelial,Macrophage,HSPG2,SDC1,11.722713632597657,Endothelial_HSPG2_Macrophage_SDC1
Malignant,Stroma,THBS3,SDC4,9.516932160114756,Malignant_THBS3_Stroma_SDC4
Malignant,Stroma,VEGFA,ITGB1,8.923931744295865,Malignant_VEGFA_Stroma_ITGB1
Macrophage,Malignant,PSAP,ADORA2A,18.596597425026445,Macrophage_PSAP_Malignant_ADORA2A
Malignant,Macrophage,HLA-DRB1,ITGB2,14.640148686189596,Malignant_HLA-DRB1_Macrophage_ITGB2
Malignant,Stroma,LRPAP1,SORT1,5.204328775575189,Malignant_LRPAP1_Stroma_SORT1
Stroma,Malignant,COMP,CD44,8.579299486745812,Stroma_COMP_Malignant_CD44
Macrophage,Malignant,LYZ,PLXNA3,7.5534790483863,Macrophage_LYZ_Malignant_PLXNA3
Macrophage,Malignant,APOE,IFITM1,21.23360890564895,Macrophage_APOE_Malignant_IFITM1
Stroma,Malignant,LTBP1,GFRA1,4.011498130000185,Stroma_LTBP1_Malignant_GFRA1
Macrophage,Malignant,C1QA,ADORA2A,13.443342461634334,Macrophage_C1QA_Malignant_ADORA2A
Endothelial,Macrophage,ICAM3,ITGB2,5.168622140530174,Endothelial_ICAM3_Macrophage_ITGB2
Malignant,Stroma,ICAM3,ITGB2,3.63877637204562,Malignant_ICAM3_Stroma_ITGB2
Stroma,Malignant,LTBP1,ERBB2,4.412832955325187,Stroma_LTBP1_Malignant_ERBB2
Endothelial,Macrophage,COL4A2,SDC1,11.071783322706366,Endothelial_COL4A2_Macrophage_SDC1
Stroma,Malignant,TIMP3,ADORA2A,11.104170086443837,Stroma_TIMP3_Malignant_ADORA2A
Endothelial,Macrophage,EFNB1,ERBB2,2.1930079996328367,Endothelial_EFNB1_Macrophage_ERBB2
Stroma,Macrophage,LTBP1,CD9,4.40142992997667,Stroma_LTBP1_Macrophage_CD9
Stroma,Malignant,LTBP1,CD9,5.152156664722154,Stroma_LTBP1_Malignant_CD9
Macrophage,Malignant,HLA-DMA,TYROBP,10.973814825319495,Macrophage_HLA-DMA_Malignant_TYROBP
Malignant,Macrophage,MIF,CD9,28.946784421500475,Malignant_MIF_Macrophage_CD9
Stroma,Malignant,LTBP1,CD151,4.651132650974308,Stroma_LTBP1_Malignant_CD151
Stroma,Malignant,LTBP1,CD44,3.157474373000975,Stroma_LTBP1_Malignant_CD44
Stroma,Macrophage,LTBP1,ENO1,4.367161360094859,Stroma_LTBP1_Macrophage_ENO1
Stroma,Malignant,LTBP1,ENO1,4.740845668499931,Stroma_LTBP1_Malignant_ENO1
Malignant,Stroma,PODXL2,CAP1,5.818252380993511,Malignant_PODXL2_Stroma_CAP1
Malignant,Stroma,THBS3,SDC1,8.7194541588446,Malignant_THBS3_Stroma_SDC1
Endothelial,Macrophage,LGALS9,CD44,6.8915707300551166,Endothelial_LGALS9_Macrophage_CD44
Malignant,Stroma,PODXL2,LAMP2,6.243317489311251,Malignant_PODXL2_Stroma_LAMP2
Macrophage,Malignant,ITGB2,FPR3,3.9993654447618985,Macrophage_ITGB2_Malignant_FPR3
Macrophage,Bcell,ITGB2,CD74,25.46438823908153,Macrophage_ITGB2_Bcell_CD74
Macrophage,Malignant,ITGB2,CD74,18.70865113112273,Macrophage_ITGB2_Malignant_CD74
Macrophage,Stroma,ITGB2,CD74,21.20814903758142,Macrophage_ITGB2_Stroma_CD74
Malignant,Macrophage,ARF1,CD163,8.997892891357179,Malignant_ARF1_Macrophage_CD163
Macrophage,Malignant,HLA-DMA,PLXNA3,5.02259903261299,Macrophage_HLA-DMA_Malignant_PLXNA3
Stroma,Bcell,LTBP1,CD74,6.968766714869849,Stroma_LTBP1_Bcell_CD74
Stroma,Macrophage,LTBP1,CD74,6.779076897415747,Stroma_LTBP1_Macrophage_CD74
Stroma,Malignant,LTBP1,CD74,6.781854119043147,Stroma_LTBP1_Malignant_CD74
Malignant,Macrophage,CD9,CD163,8.694677051195129,Malignant_CD9_Macrophage_CD163
Stroma,Malignant,FN1,IFITM1,18.95878443328402,Stroma_FN1_Malignant_IFITM1
Malignant,Macrophage,UBA52,CD9,24.34116256068894,Malignant_UBA52_Macrophage_CD9
Macrophage,Malignant,APOE,ADORA2A,19.453893051032875,Macrophage_APOE_Malignant_ADORA2A
Stroma,Malignant,LTBP1,ITGB5,3.684345098819485,Stroma_LTBP1_Malignant_ITGB5
Malignant,Macrophage,CD47,CD163,4.882884541299143,Malignant_CD47_Macrophage_CD163
Stroma,Malignant,THBS1,CD55,12.386716805596372,Stroma_THBS1_Malignant_CD55
Stroma,Macrophage,THBS1,ITGB2,9.856074927276556,Stroma_THBS1_Macrophage_ITGB2
Macrophage,Malignant,APOE,TYROBP,21.28147362050408,Macrophage_APOE_Malignant_TYROBP
Macrophage,Malignant,ITGB2,TYROBP,10.138902483911037,Macrophage_ITGB2_Malignant_TYROBP
Endothelial,Stroma,ESAM,ESAM,2.1269680065038976,Endothelial_ESAM_Stroma_ESAM
Malignant,Stroma,PTDSS1,SCARB1,5.089816214360741,Malignant_PTDSS1_Stroma_SCARB1
Stroma,Malignant,COMP,MAGED1,8.017801780170743,Stroma_COMP_Malignant_MAGED1
Macrophage,Malignant,C1QB,TYROBP,14.859333029078947,Macrophage_C1QB_Malignant_TYROBP
Malignant,Stroma,LAMA5,ITGB4,4.858128494137358,Malignant_LAMA5_Stroma_ITGB4
Stroma,Macrophage,COMP,FLOT1,11.489701337976642,Stroma_COMP_Macrophage_FLOT1
Stroma,Malignant,COMP,FLOT1,11.53920114729837,Stroma_COMP_Malignant_FLOT1
Malignant,Macrophage,COPA,CD163,6.143293233723356,Malignant_COPA_Macrophage_CD163
Macrophage,Malignant,C1QA,LDLR,5.42422919816706,Macrophage_C1QA_Malignant_LDLR
Malignant,Stroma,JAM3,CAP1,3.313039894990505,Malignant_JAM3_Stroma_CAP1
Stroma,Malignant,LTBP1,MAGED1,2.907592128951348,Stroma_LTBP1_Malignant_MAGED1
Stroma,Malignant,COMP,BAMBI,14.469218431272425,Stroma_COMP_Malignant_BAMBI
Stroma,Malignant,COMP,ITGB5,10.397442473139984,Stroma_COMP_Malignant_ITGB5
Malignant,Macrophage,AZGP1,CD163,7.906501462928402,Malignant_AZGP1_Macrophage_CD163
Macrophage,Malignant,VIM,ADORA2A,14.23126205950273,Macrophage_VIM_Malignant_ADORA2A
Malignant,Macrophage,CD44,CD163,5.661585343470565,Malignant_CD44_Macrophage_CD163
Macrophage,Malignant,HLA-DRA,PLXNA3,9.303886074222195,Macrophage_HLA-DRA_Malignant_PLXNA3
Malignant,Macrophage,EFNA1,CD9,20.491608566188052,Malignant_EFNA1_Macrophage_CD9
Stroma,Malignant,THBS1,IL13RA1,8.4241817982306,Stroma_THBS1_Malignant_IL13RA1
Malignant,Stroma,JAM3,LAMP2,3.408895852728129,Malignant_JAM3_Stroma_LAMP2
Stroma,Malignant,COMP,ERBB2,12.320034610519485,Stroma_COMP_Malignant_ERBB2
Malignant,Macrophage,PODXL2,ITGB2,5.547759751802437,Malignant_PODXL2_Macrophage_ITGB2
Stroma,Malignant,LTBP1,PRLR,3.2333626586954223,Stroma_LTBP1_Malignant_PRLR
Malignant,Stroma,THBS3,ITGAV,4.735322841841743,Malignant_THBS3_Stroma_ITGAV
Malignant,Stroma,SEMA4A,PLXNA3,1.6645984089061183,Malignant_SEMA4A_Stroma_PLXNA3
Macrophage,Malignant,LYZ,GFRA1,16.25695085013236,Macrophage_LYZ_Malignant_GFRA1
Stroma,Malignant,FN1,ADORA2A,17.2640829279657,Stroma_FN1_Malignant_ADORA2A
Malignant,Macrophage,HSPA1A,CD81,22.87004957509589,Malignant_HSPA1A_Macrophage_CD81
Malignant,Stroma,HSPA1A,CD81,24.037200177189135,Malignant_HSPA1A_Stroma_CD81
Stroma,Malignant,LTBP1,IL13RA1,2.604977947530092,Stroma_LTBP1_Malignant_IL13RA1
Malignant,Stroma,LAMA5,ITGA1,3.2083121332565017,Malignant_LAMA5_Stroma_ITGA1
Malignant,Macrophage,HSPA1A,CD163,8.996891345471445,Malignant_HSPA1A_Macrophage_CD163
