Feature,Normalized.Dispersion
ENSG00000116151,1.4281387261809317
ENSG00000272161,-1.2200121424133874
ENSG00000272420,-0.5799234010716179
ENSG00000157916,-0.7180537476895792
ENSG00000157911,0.4604690069895404
ENSG00000149527,0.3543007343476436
ENSG00000224387,-0.21614524199570112
ENSG00000157881,-0.29268556675483176
ENSG00000197921,0.17513978844434264
ENSG00000272449,-1.5652417905013571
ENSG00000238164,2.8698051984482085
ENSG00000157873,6.578168791004399
ENSG00000228037,0.16032912107352712
ENSG00000157870,2.1574105991881702
ENSG00000142606,-1.1395194017321948
ENSG00000237058,nan
ENSG00000215912,-1.084697061372369
ENSG00000285945,nan
ENSG00000177133,2.632748224924845
ENSG00000142611,0.012502384473835657
ENSG00000226286,-0.9123255407708465
ENSG00000272235,nan
ENSG00000287828,nan
ENSG00000286518,nan
ENSG00000130762,-2.1002256338836522
ENSG00000272088,-0.4698990395260555
ENSG00000162591,6.668966529743777
ENSG00000238260,1.5395065957333034
ENSG00000158109,0.9306652364059571
ENSG00000116213,-0.5561505321853336
ENSG00000078900,-1.9316963344177978
ENSG00000227589,nan
ENSG00000235169,1.5173594059631097
ENSG00000130764,-0.0010145532219543348
ENSG00000272153,-1.0
ENSG00000116198,1.499260935225102
ENSG00000169598,0.3593906565332859
ENSG00000198912,-1.626751621975491
ENSG00000236423,0.2252979946287949
ENSG00000233304,nan
ENSG00000196581,0.6624240660700288
ENSG00000287586,4.696768791720315
ENSG00000284692,nan
ENSG00000236948,-0.743477633039467
ENSG00000131697,-0.5246861166414757
ENSG00000069424,3.5817597227238855
ENSG00000116254,-0.9519021366988497
ENSG00000116251,-1.4776750142354158
ENSG00000226944,0.5042993502044444
ENSG00000158286,0.25701209406922615
ENSG00000116237,3.6703198189946225
ENSG00000225077,0.43039158801111455
ENSG00000158292,0.7788520320086946
ENSG00000097021,-1.2889205110822761
ENSG00000271746,-0.488877265378096
ENSG00000069812,-0.18118929756545754
ENSG00000187017,-0.7499124240826388
ENSG00000215788,3.7349536764097886
ENSG00000171680,-0.18568488012875858
ENSG00000162408,0.5689684751116008
ENSG00000173662,0.9579900458918195
ENSG00000204859,2.5721912901942123
ENSG00000162413,0.1098375628494444
ENSG00000116273,0.146688046940157
ENSG00000041988,1.6403531539856464
ENSG00000007923,-0.8715021010864601
ENSG00000237436,0.8233405991604891
ENSG00000171735,-1.220423639006504
ENSG00000237402,-1.4037188171838182
ENSG00000270171,0.7529456969057211
ENSG00000270035,1.609206100845439
ENSG00000269978,-0.5145779382155645
ENSG00000049245,-1.0916815153308161
ENSG00000269925,0.2676390983426615
ENSG00000049246,-0.8142189830162034
ENSG00000236266,nan
ENSG00000049247,0.15966347152524754
ENSG00000049249,0.2603450288957228
ENSG00000116288,-0.5382867771758032
ENSG00000284747,-0.668538772568515
ENSG00000284716,nan
ENSG00000116285,-0.5987024436084346
ENSG00000238290,-0.03604345195007099
ENSG00000162426,-0.44314271039855085
ENSG00000142599,2.9717651882707172
ENSG00000232912,0.6446649970584191
ENSG00000074800,-0.3782430454750016
ENSG00000230679,-0.7950134856926191
ENSG00000131686,nan
ENSG00000142583,5.247351588640558
ENSG00000180758,0.516655031786447
ENSG00000228526,0.61809152453157
ENSG00000234546,0.6416664761950345
ENSG00000049239,3.3733808290291463
ENSG00000171621,0.7674105208953845
ENSG00000284652,-0.7981172215056893
ENSG00000284693,0.36949163128418866
ENSG00000171612,-1.970372990308646
ENSG00000188807,-0.8882897613428506
ENSG00000171608,5.498517996573677
ENSG00000179840,-0.09331597015313156
ENSG00000231789,-0.8767118913980733
ENSG00000171603,-0.8582173537236799
ENSG00000178585,-0.6791539428723908
ENSG00000223989,0.4768957348262139
ENSG00000285701,nan
ENSG00000162441,1.3382441101250309
ENSG00000228150,-1.5145804522874262
ENSG00000173614,-1.508513606372016
ENSG00000162444,-1.3381617436882272
ENSG00000130939,-0.31060428067496293
ENSG00000054523,2.8710164103849376
ENSG00000284642,-0.7714782393040661
ENSG00000142657,-0.11975583557402246
ENSG00000271989,nan
ENSG00000175279,-1.7774144631041953
ENSG00000241563,-0.9481004924158126
ENSG00000160049,0.003804266697591545
ENSG00000203469,nan
ENSG00000142655,-1.0836815544837528
ENSG00000130940,-1.8129396474810118
ENSG00000272078,nan
ENSG00000175262,-0.3932570433618324
ENSG00000120948,0.228726584314018
ENSG00000271895,0.7001391412361611
ENSG00000116649,2.017059014451799
ENSG00000171824,-0.36946971851157406
ENSG00000226849,3.156732878747674
ENSG00000230337,-1.0815251018216667
ENSG00000198793,-1.1001188645933957
ENSG00000171819,8.708582883669168
ENSG00000120942,-2.1505593381670756
ENSG00000204624,-1.4525261789141892
ENSG00000116661,0.1323538744737253
ENSG00000132879,0.4229500443429897
ENSG00000116663,-0.9315631712704777
ENSG00000116670,1.4724088753011837
ENSG00000162490,-0.12288181773030254
ENSG00000177674,1.7256758560135437
ENSG00000215910,0.14595423421505965
ENSG00000177000,0.9869544799739185
ENSG00000011021,-1.0057965678173981
ENSG00000285646,0.6776095927010826
ENSG00000116685,-1.1103140914466594
ENSG00000083444,0.9810312711198914
ENSG00000116688,0.13195880225060952
ENSG00000116691,-0.06607860683391183
ENSG00000120949,-0.08072787407216397
ENSG00000028137,11.489103236798913
ENSG00000048707,-0.31294067719890944
ENSG00000229484,nan
ENSG00000162496,2.195533165127507
ENSG00000272482,1.4225745657999924
ENSG00000157330,-0.7953079369204161
ENSG00000182330,nan
ENSG00000162494,3.443801185446002
ENSG00000162493,4.363156463848211
ENSG00000116731,2.246164716258812
ENSG00000189337,-0.17210545872164384
ENSG00000231606,nan
ENSG00000234593,nan
ENSG00000175147,-0.700164332223511
ENSG00000171729,-0.9646186712569139
ENSG00000142621,1.0311057946234905
ENSG00000228140,nan
ENSG00000142634,0.5830284639947713
ENSG00000162438,5.466317488493184
ENSG00000132906,-1.2445162103934397
ENSG00000116138,-0.9701460100161298
ENSG00000272510,-0.26188900646916863
ENSG00000116771,-0.1665225496785523
ENSG00000237301,0.5243213835836075
ENSG00000197312,-1.0803600819720416
ENSG00000271742,nan
ENSG00000116786,-0.6161995184745873
ENSG00000162461,-0.6344681937337608
ENSG00000224459,0.058971286899175024
ENSG00000162460,1.650444307158637
ENSG00000162458,4.515505282964579
ENSG00000233954,0.22713961601745133
ENSG00000179743,-1.428244949344811
ENSG00000065526,-0.04823742192340522
ENSG00000116809,4.61867157688703
ENSG00000183888,0.8073777019719114
ENSG00000233078,-1.1074769723106397
ENSG00000173641,2.120803132778276
ENSG00000186510,-1.286232282923278
ENSG00000184908,0.09198167201533212
ENSG00000185519,-0.6261412341015449
ENSG00000142627,4.498127376790106
ENSG00000227959,-0.9078667557724334
ENSG00000234166,nan
ENSG00000142632,0.717587399750327
ENSG00000288398,-1.4246703037965711
ENSG00000132881,1.0737515206828252
ENSG00000037637,-1.1025393893532172
ENSG00000055070,0.7574843814717905
ENSG00000187144,1.2842040896258013
ENSG00000157191,1.104841966994785
ENSG00000226029,1.1802904904135705
ENSG00000261135,-2.2557988936496707
ENSG00000233421,-0.12615769538904262
ENSG00000219481,0.3481819160156588
ENSG00000271732,nan
ENSG00000282740,nan
ENSG00000058453,2.0660446971228374
ENSG00000223643,nan
ENSG00000238142,-1.4469659746654326
ENSG00000272426,-0.9501907123307342
ENSG00000117122,2.335103578078555
ENSG00000286898,nan
ENSG00000159363,1.1296618003552439
ENSG00000117118,-0.9318803002275279
ENSG00000117115,0.39015825308640184
ENSG00000142623,1.3968797179553099
ENSG00000142619,nan
ENSG00000159339,-0.7315225774252987
ENSG00000276747,nan
ENSG00000227751,-0.6663237274594175
ENSG00000179051,-0.4195328551151903
ENSG00000074964,0.459358708354192
ENSG00000117148,0.24324449825452624
ENSG00000117154,1.2418937882294687
ENSG00000179023,0.5026634491122403
ENSG00000159423,-0.033095333286486256
ENSG00000169991,0.22179443581406266
ENSG00000272084,-0.5569301450741093
ENSG00000127481,0.7475025240604067
ENSG00000230424,0.29251961638589513
ENSG00000127463,0.10026005832234053
ENSG00000053372,-0.2603412530646869
ENSG00000162482,-1.7082379684804543
ENSG00000053371,-1.564110929328698
ENSG00000040487,-0.522730191151555
ENSG00000077549,1.107852692053286
ENSG00000173436,-2.1063825747280718
ENSG00000235185,nan
ENSG00000158747,5.681095727928949
ENSG00000158748,-1.037893874270534
ENSG00000162542,-1.02071933113599
ENSG00000235434,nan
ENSG00000169914,-0.652783821404169
ENSG00000188257,5.480008846328405
ENSG00000127472,0.597747603658255
ENSG00000117215,2.2632137581316774
ENSG00000158786,-0.3864941020574068
ENSG00000227066,0.4731028563139336
ENSG00000187980,0.9239495983702756
ENSG00000225986,-0.8428974877954152
ENSG00000162543,-0.4962244883362514
ENSG00000158816,nan
ENSG00000236963,-0.06641547284054904
ENSG00000284641,nan
ENSG00000162545,-0.42750346167482506
ENSG00000090432,2.5405437701329516
ENSG00000183114,-0.2279098460632035
ENSG00000158825,2.636503254350564
ENSG00000158828,0.7955453272207362
ENSG00000117242,-0.6347688036538671
ENSG00000244038,0.9555747978395387
ENSG00000117245,0.13001875346188496
ENSG00000189410,1.0583430223529788
ENSG00000127483,1.1801230877234143
ENSG00000075151,0.04283078943178202
ENSG00000287192,1.6519071235509726
ENSG00000117298,1.3618101952208876
ENSG00000236936,nan
ENSG00000231105,7.423975210773171
ENSG00000142794,-0.9188407828897329
ENSG00000162551,3.9721427397308764
ENSG00000076864,1.5160200422935637
ENSG00000090686,1.9144982517854154
ENSG00000187942,0.1454703947093561
ENSG00000142798,12.09519617002165
ENSG00000228397,nan
ENSG00000218510,0.5370701320480179
ENSG00000070831,-0.18145855042632728
ENSG00000285752,-1.669807688612032
ENSG00000162552,0.788232988585488
ENSG00000285873,0.5676806180602578
ENSG00000184677,0.9543434016178758
ENSG00000070886,-1.4019577594298733
ENSG00000173372,7.954598190155935
ENSG00000159189,7.615511523063895
ENSG00000173369,6.191734276905038
ENSG00000133216,2.642270337563333
ENSG00000227868,-1.3491110881856274
ENSG00000004487,-2.0030949598714614
ENSG00000169641,2.0797998125828605
ENSG00000179546,-0.9701894651995951
ENSG00000261326,-1.118660348241119
ENSG00000125944,0.3548937571618771
ENSG00000125945,0.33589846289391134
ENSG00000249087,3.356709701594399
ENSG00000271420,-1.1609583842130464
ENSG00000204219,-0.8576730717711999
ENSG00000088280,-0.6599487242262965
ENSG00000007968,-1.1282265244774752
ENSG00000235052,-0.4298013090425611
ENSG00000117318,12.160307362658834
ENSG00000285802,nan
ENSG00000197880,5.16338043693328
ENSG00000142676,-1.8024284362363858
ENSG00000236810,1.0780215351275975
ENSG00000011007,-0.9295979798944431
ENSG00000057757,-2.0757512669238025
ENSG00000011009,0.49519580575296634
ENSG00000117308,0.48977320835704513
ENSG00000117305,-0.14315827221177166
ENSG00000179163,1.801080298371844
ENSG00000188822,4.2811830775553075
ENSG00000189266,0.47115130720001497
ENSG00000188529,-0.8700736770641944
ENSG00000142661,5.573337805588788
ENSG00000142677,0.8219688587938513
ENSG00000185436,-1.7846297473370654
ENSG00000230023,nan
ENSG00000158055,-1.4494353987932704
ENSG00000001460,-0.8769379154516005
ENSG00000001461,-2.1354696425758704
ENSG00000286061,2.7634368927269755
ENSG00000117602,1.6084123643213062
ENSG00000184454,0.2183543944142328
ENSG00000133226,1.4856440019616832
ENSG00000169504,1.1301607132358202
ENSG00000020633,2.0559710413456616
ENSG00000117614,1.6937574275026814
ENSG00000284602,1.5112839664321351
ENSG00000284657,-1.5606180278197246
ENSG00000117616,1.8731102357355993
ENSG00000272432,2.7528161476943223
ENSG00000187010,nan
ENSG00000183726,-0.6524703934909234
ENSG00000188672,11.681243337989509
ENSG00000204178,2.002925069257394
ENSG00000157978,0.8648272227244397
ENSG00000225643,0.5809281837238602
ENSG00000117643,1.2899781914940065
ENSG00000162430,1.0649116949305006
ENSG00000228172,1.8849538836009794
ENSG00000117640,0.3323569511083424
ENSG00000127423,1.0202984471239724
ENSG00000182749,-0.28429950419788186
ENSG00000117632,2.0275364941497984
ENSG00000158006,-1.1084380602379187
ENSG00000158008,1.6117108078905888
ENSG00000158014,-1.053355349819319
ENSG00000284309,-0.22132858785069517
ENSG00000158022,0.1187430239362248
ENSG00000175087,-0.494019706660506
ENSG00000197245,5.565624758815639
ENSG00000282872,nan
ENSG00000236782,0.26611206070956733
ENSG00000142684,-1.2720749416643549
ENSG00000142675,1.1914147747688462
ENSG00000188782,0.5606441736324611
ENSG00000130695,-1.0404914288050742
ENSG00000142669,0.6762655867136543
ENSG00000158062,-0.3216696160667748
ENSG00000169442,12.486961770074895
ENSG00000176092,-1.6211795771760455
ENSG00000176083,-1.0226176607764619
ENSG00000131914,0.31104197966379005
ENSG00000117682,0.16759298816673665
ENSG00000225891,-1.1600904489811896
ENSG00000198830,-1.162030868907635
ENSG00000117676,0.1910935387599195
ENSG00000260063,-1.1476331258351675
ENSG00000117713,1.3487008730053653
ENSG00000060642,-1.339109461385446
ENSG00000204160,-0.5267759756294733
ENSG00000175793,-0.36991401105192157
ENSG00000142751,-0.7351468271378198
ENSG00000198746,0.17790329950957776
ENSG00000090273,-1.2962798756642773
ENSG00000175707,0.43312565317748564
ENSG00000253368,-0.4456960054043155
ENSG00000158246,-0.3525975442807382
ENSG00000090020,0.005602042181197613
ENSG00000142784,0.569510004674608
ENSG00000186501,1.5188948135418936
ENSG00000142765,0.6733985777742224
ENSG00000142733,1.3995704062753234
ENSG00000142748,0.48926527756711846
ENSG00000174950,-1.0637999063201857
ENSG00000181773,-0.329858991026948
ENSG00000158195,2.5078240327240873
ENSG00000237429,-0.7105786871826775
ENSG00000126705,2.8235979999372027
ENSG00000000938,2.6578788564962976
ENSG00000233975,-0.13530398316217335
ENSG00000126709,-0.3479890206159783
ENSG00000287244,-3.0988030787551217
ENSG00000009780,0.3159901110834987
ENSG00000117758,0.32998069282719833
ENSG00000269971,-0.2407692235715234
ENSG00000270031,-0.5025559369289245
ENSG00000117751,-1.2491470424933964
ENSG00000130775,3.214176734420177
ENSG00000117748,-1.2328427243715645
ENSG00000130768,-1.9652988699821654
ENSG00000227050,nan
ENSG00000158156,-0.26220876180443753
ENSG00000158161,-0.2817037304689906
ENSG00000169403,0.657145007077758
ENSG00000126698,3.1022282591089323
ENSG00000130770,0.5992371155159287
ENSG00000270605,-1.0837886122409568
ENSG00000130766,-0.5700193058876488
ENSG00000130772,-1.8422544964772696
ENSG00000204138,0.733793724672812
ENSG00000180198,-0.9585532865562072
ENSG00000242125,0.8562800295098497
ENSG00000180098,0.011389883916916551
ENSG00000197989,-0.9120736736375016
ENSG00000120656,-1.586134242182989
ENSG00000188060,1.3924871911522794
ENSG00000229388,-1.3280076845332547
ENSG00000270103,1.4142734303274256
ENSG00000162419,0.7572145217276458
ENSG00000198492,0.3730851372869054
ENSG00000116329,0.4933695642431385
ENSG00000233427,nan
ENSG00000159023,0.3000568498560192
ENSG00000253304,1.7955561262958106
ENSG00000116350,-0.23309375457866566
ENSG00000116353,-0.8346172163763443
ENSG00000060656,0.21275946432124693
ENSG00000162510,nan
ENSG00000186056,-1.315480169389722
ENSG00000162511,4.06681888063496
ENSG00000223382,1.048222621301889
ENSG00000162512,0.928743510253005
ENSG00000134644,0.5582838409979382
ENSG00000084628,0.2494900507949896
ENSG00000060688,-0.9449306211665056
ENSG00000121766,-1.7752178362829767
ENSG00000121769,-0.2274890664931479
ENSG00000168528,1.0749580701537171
ENSG00000284543,-1.0016969510940157
ENSG00000229167,nan
ENSG00000142910,14.86119577336167
ENSG00000121764,nan
ENSG00000162517,-0.36295793035637863
ENSG00000235790,nan
ENSG00000084636,7.845185153181832
ENSG00000121753,-0.6695017749912499
ENSG00000134668,-0.20492277057823996
ENSG00000203620,-0.09290081717363405
ENSG00000184007,1.9859584142252267
ENSG00000228634,nan
ENSG00000121774,-0.877644684138061
ENSG00000121775,-0.7029942722609561
ENSG00000025800,0.7235772869104475
ENSG00000250135,1.927745616304191
ENSG00000084652,-0.2045062527162161
ENSG00000160050,1.0186014496958256
ENSG00000224066,-1.1192160158577482
ENSG00000160051,-0.8445794775909282
ENSG00000222046,nan
ENSG00000160055,0.0336218186555597
ENSG00000084623,-1.8024963411637633
ENSG00000183615,2.5800465814096247
ENSG00000182866,5.353471948524609
ENSG00000116478,-2.164614616237405
ENSG00000175130,-0.15002781563686549
ENSG00000162526,0.5669906069374393
ENSG00000225828,1.236677527011717
ENSG00000160058,-0.17932915223482185
ENSG00000273274,0.9169695558600902
ENSG00000160062,1.369251916501245
ENSG00000176261,-0.2071272026072602
ENSG00000162521,-0.929181745849042
ENSG00000162520,-0.10415427072374102
ENSG00000224409,nan
ENSG00000162522,-1.4631514213194292
ENSG00000134684,-0.18253195546780016
ENSG00000116497,2.552433802692481
ENSG00000160097,4.987041385209171
ENSG00000121905,0.030263408164578624
ENSG00000121900,0.11554782303751208
ENSG00000116514,1.9888595839494418
ENSG00000004455,0.9221064203269844
ENSG00000142920,-0.7403508496262261
ENSG00000116525,0.2863666218957987
ENSG00000160094,-0.5330479492151057
ENSG00000270115,0.15300394844419135
ENSG00000134686,1.4523503571589171
ENSG00000233246,-1.5202325651656898
ENSG00000121903,0.47610386453796066
ENSG00000121904,5.707364347751324
ENSG00000163866,-0.036210922474017415
ENSG00000189280,-1.5056064299060699
ENSG00000189433,nan
ENSG00000188910,-0.9909000947295123
ENSG00000187513,8.539088895978306
ENSG00000116544,-0.2607398812708289
ENSG00000243749,-1.7968397068659656
ENSG00000163867,-0.15187476769091718
ENSG00000197056,0.9797219568670799
ENSG00000116560,0.6826529614604402
ENSG00000146463,0.6294729973655185
ENSG00000142687,1.2452885242741725
ENSG00000020129,-1.204161189702422
ENSG00000239636,-0.35566768753302325
ENSG00000116819,1.1807733656194157
ENSG00000126067,-1.3563214799470813
ENSG00000142686,-0.3683313994763502
ENSG00000092853,-0.6329786160181852
ENSG00000134698,1.1804789647440275
ENSG00000092847,-1.128252687792227
ENSG00000271914,-0.6002044916357175
ENSG00000126070,1.0746853229919457
ENSG00000271554,0.6099087084084093
ENSG00000092850,-0.3164708956828355
ENSG00000116863,-1.470574020454797
ENSG00000171812,2.1175809509754124
ENSG00000054116,-2.123828748926727
ENSG00000116871,6.590610391751115
ENSG00000054118,1.2808517073657086
ENSG00000214193,0.34577620633025247
ENSG00000142694,4.712487772363625
ENSG00000286379,0.8140547038421682
ENSG00000196182,-0.20685977042016218
ENSG00000181817,-0.5196021772324901
ENSG00000116885,-1.1884011197448687
ENSG00000116898,0.11513239712607302
ENSG00000119535,2.008138553148642
ENSG00000284720,-1.2406795832862192
ENSG00000163873,0.3378991263124953
ENSG00000233621,0.3362078767530751
ENSG00000163874,-1.6232484072051068
ENSG00000163875,0.9708739677031537
ENSG00000163877,-0.5722578137640297
ENSG00000163879,-1.7306374062206789
ENSG00000134697,-1.593611166520889
ENSG00000284748,nan
ENSG00000169218,6.03737980122497
ENSG00000116922,-0.8455809982035454
ENSG00000134690,0.1874692952286316
ENSG00000183317,-1.3873928603737717
ENSG00000185090,-1.378428351558075
ENSG00000233728,nan
ENSG00000196449,-2.4973821691552294
ENSG00000197982,-0.7861541109578789
ENSG00000188786,0.3703450841635777
ENSG00000230955,nan
ENSG00000204084,2.1631369936534863
ENSG00000183431,1.6989437381064796
ENSG00000183386,1.7572386725569487
ENSG00000183520,-0.24049146369496663
ENSG00000185668,0.6773944298039541
ENSG00000224592,0.409412635013339
ENSG00000116954,0.06781841006871131
ENSG00000228436,-1.7610305382760538
ENSG00000214114,-1.3626291704599307
ENSG00000131233,5.966964907492316
ENSG00000158315,0.28693431865149943
ENSG00000174574,0.2950398805716024
ENSG00000168653,-0.4144828643780941
ENSG00000127603,3.3125312830891733
ENSG00000270040,-0.8291042013967282
ENSG00000183682,-1.0228183921604876
ENSG00000090621,1.113760783164146
ENSG00000163909,6.177606128780883
ENSG00000116983,1.708836608528736
ENSG00000084072,-0.5439283393474225
ENSG00000116985,-1.9459630392245186
ENSG00000198754,-0.31174819328102177
ENSG00000261798,-0.3299797743176874
ENSG00000284719,-0.14578571568412602
ENSG00000043514,-2.035467410297975
ENSG00000116990,0.1677557505366634
ENSG00000236546,nan
ENSG00000168389,0.9266990355130751
ENSG00000131236,-1.0110186008838813
ENSG00000131238,0.6746146195140482
ENSG00000117000,-0.4401445025395262
ENSG00000259943,-0.4482655599319574
ENSG00000084073,-1.2700112118322984
ENSG00000049089,0.8762024810909683
ENSG00000084070,0.6591567358132051
ENSG00000284677,nan
ENSG00000187801,-0.834178514279311
ENSG00000260920,-0.30994763548834786
ENSG00000187815,0.8379619122182373
ENSG00000238287,2.4172643867983803
ENSG00000164002,-0.9661553388858208
ENSG00000227278,nan
ENSG00000238186,0.4048413164867385
ENSG00000117010,0.9335911966875545
ENSG00000117016,0.0803206440685846
ENSG00000287743,nan
ENSG00000272145,-0.3262181899434902
ENSG00000066136,0.433845047823617
ENSG00000117013,0.8743525450738938
ENSG00000179862,2.773474144653804
ENSG00000171793,-1.1014514614402096
ENSG00000281207,3.6616390739205786
ENSG00000171790,-0.605627671041522
ENSG00000010803,2.265714272272175
ENSG00000235358,-1.2093955699384564
ENSG00000204060,-0.8038063636492033
ENSG00000229901,0.679110627637537
ENSG00000127129,-1.2495790127639268
ENSG00000127124,1.7735398669667848
ENSG00000197273,-1.808529827097127
ENSG00000198815,0.4952804359405675
ENSG00000227527,nan
ENSG00000177181,0.9702799932777344
ENSG00000066185,-0.4303004752453998
ENSG00000127125,-0.2143202141533956
ENSG00000186409,1.0406430054627127
ENSG00000171960,-0.024337600226910453
ENSG00000285728,-0.5458944018686728
ENSG00000234917,1.556339451113101
ENSG00000065978,-0.2508853281871658
ENSG00000117385,2.827956823723445
ENSG00000164008,-0.5597957186107434
ENSG00000274386,4.311656847132228
ENSG00000177868,-1.678380787287799
ENSG00000164010,0.42735325389272166
ENSG00000228192,-1.4899722375375526
ENSG00000164011,0.2105824182743727
ENSG00000117394,-0.49467333436506045
ENSG00000227533,-0.8744857134121687
ENSG00000186973,2.0750617591543183
ENSG00000117395,-1.6922995193592265
ENSG00000243710,2.9428818601258384
ENSG00000179178,-0.4171939522163281
ENSG00000253313,0.37844711504384454
ENSG00000066056,6.846161475403329
ENSG00000234694,1.4221821549019267
ENSG00000117399,-0.8245027765810664
ENSG00000066322,0.30236435420938734
ENSG00000159479,-2.0802041062264194
ENSG00000229431,nan
ENSG00000198198,-0.2602210434169987
ENSG00000229372,0.8155916152499582
ENSG00000178922,-0.9381917155194249
ENSG00000229348,0.9240960335138668
ENSG00000142949,-0.07153222193069646
ENSG00000066135,-0.7443957692026857
ENSG00000236200,0.04771579566865303
ENSG00000126091,0.48925197925274433
ENSG00000117407,-1.4271889566405875
ENSG00000237950,-1.417558938587518
ENSG00000117408,-0.3870591465776956
ENSG00000285649,-0.003952467588441537
ENSG00000132768,-1.0896249954610941
ENSG00000117410,-0.6883995558654982
ENSG00000117411,1.2730937689426054
ENSG00000159214,1.9551424887676718
ENSG00000196517,-1.0500116732048665
ENSG00000230615,-0.9729166965694817
ENSG00000178028,-0.27230684906298797
ENSG00000117419,3.5831241885338017
ENSG00000233602,nan
ENSG00000187147,0.19399168680945558
ENSG00000126106,-0.5198149258671824
ENSG00000198520,-0.25555077694991685
ENSG00000142945,-0.9623239936094121
ENSG00000225721,1.0275853891757598
ENSG00000142937,-1.9561245450812639
ENSG00000142959,1.217588511124165
ENSG00000173846,0.7078690157482774
ENSG00000188396,-1.3173954504530971
ENSG00000222009,-0.7304056190152816
ENSG00000117425,1.6942366610047872
ENSG00000070785,-0.8632129111384669
ENSG00000126107,0.4385343249694998
ENSG00000126088,0.9254257167961016
ENSG00000162415,-1.2198517138093934
ENSG00000281912,1.147997965920708
ENSG00000186603,1.970448169079511
ENSG00000132781,-0.03467085687270514
ENSG00000132773,0.24432805631186894
ENSG00000070759,-0.3791525010622908
ENSG00000280670,0.1340149822364092
ENSG00000132763,-1.1245136007973298
ENSG00000117450,-1.6315386766616868
ENSG00000117448,0.9295346323447796
ENSG00000132780,4.829493806999415
ENSG00000159588,0.22295327617835922
ENSG00000159592,-1.9919755609789112
ENSG00000159596,-1.6563230460895069
ENSG00000197429,0.37532521892503745
ENSG00000230896,0.39256294150435533
ENSG00000086015,0.5901963221052523
ENSG00000117461,-1.3637579724444204
ENSG00000227857,-0.01831272384684861
ENSG00000117472,2.30730671388029
ENSG00000085998,0.6757568717551865
ENSG00000171357,-0.27463612357425293
ENSG00000085999,-1.4381441324608002
ENSG00000132128,0.19392831164240587
ENSG00000173660,0.31934283796901797
ENSG00000117481,-0.5408511324426943
ENSG00000117480,0.2903743258965103
ENSG00000224863,nan
ENSG00000197587,-1.5048711595982733
ENSG00000282881,0.4382074061320078
